run,save,context:categories:begin_technique,context:categories:d3d_map,context:categories:dirty_states,context:categories:dlss_evaluate,context:categories:lighting_geometry,context:categories:main_render_depth,context:categories:render_pass_immediate,context:categories:shadow_maps,context:categories:volumetric_shadow_shader_get,context:categories:wait_get_poses,context:kernelParentContext:cbp,context:kernelParentContext:hdtsmp64,context:kernelParentContext:other_or_unresolved,context:nativeByContext:begin_technique,context:nativeByContext:dirty_states,context:nativeByContext:dlss_evaluate,context:nativeByContext:lighting_geometry,context:nativeByContext:main_render_depth,context:nativeByContext:render_pass_immediate,context:nativeByContext:shadow_maps,context:nativeByContext:wait_get_poses,coverageErrorMs,coverageStatus,cpuSpikeEndpointDurationMs,cpuSpikeSampledSharePct,cpuSpikeSampledWeightMs,frames,missingRenderStackMs,process:accepted_draw_dispatch,process:accepted_draw_observer_candidate,process:colour_copy_sanitation,process:compound_frustum,process:d3d_lock_execution,process:guide_encoding,process:input_preparation,process:job_dispatch,process:job_wait_help_execution,process:leaf_csx,process:leaf_d3d11,process:leaf_kernel_sync,process:leaf_ngx_dlss,process:leaf_nvidia_um,process:leaf_openvr,process:leaf_other,process:leaf_skyrim,process:leaf_streamline,process:material_expanded_guard_and_pbr_union,process:material_expanded_guard_union,process:material_guard_union,process:material_legacy_guard_union,process:material_logger_descendant_in_guard,process:material_named_material_leaf,process:material_pbr_predicate,process:material_probe,process:material_rejection_logger,process:material_should_skip,process:native_resolved_render,process:native_stereo_boundary,process:native_unresolved,process:per_eye_submit,process:presentation_mutex_candidate,process:readback_wrapper,process:relatch_service,process:render_wrapper,process:retain_light,process:retain_scene,process:retention_allocator,process:retention_folded_reference_candidate,process:retention_hash,process:retention_reference,process:retention_spin,process:retention_vector,process:sphere_A,process:sphere_B,process:submit_upscaled_frame,process:temporal_union,process:truepbr_material_predicate,process:vendor_evaluate,processSampled,ready,recordedFps,render:accepted_draw_dispatch,render:accepted_draw_observer_candidate,render:colour_copy_sanitation,render:compound_frustum,render:d3d_lock_execution,render:guide_encoding,render:input_preparation,render:job_dispatch,render:job_wait_help_execution,render:leaf_csx,render:leaf_d3d11,render:leaf_kernel_sync,render:leaf_ngx_dlss,render:leaf_nvidia_um,render:leaf_openvr,render:leaf_other,render:leaf_skyrim,render:leaf_streamline,render:material_expanded_guard_and_pbr_union,render:material_expanded_guard_union,render:material_guard_union,render:material_legacy_guard_union,render:material_logger_descendant_in_guard,render:material_named_material_leaf,render:material_pbr_predicate,render:material_probe,render:material_rejection_logger,render:material_should_skip,render:native_resolved_render,render:native_stereo_boundary,render:native_unresolved,render:per_eye_submit,render:presentation_mutex_candidate,render:readback_wrapper,render:relatch_service,render:render_wrapper,render:retain_light,render:retain_scene,render:retention_allocator,render:retention_folded_reference_candidate,render:retention_hash,render:retention_reference,render:retention_spin,render:retention_vector,render:sphere_A,render:sphere_B,render:submit_upscaled_frame,render:temporal_union,render:truepbr_material_predicate,render:vendor_evaluate,renderRunning,renderSampled,unresolvedCsxMs,wait
Balanced 2 uncertain,10,1.1890449108079755,0.5310174186778595,0.4271818467995802,0.11231017838405037,0.2675575026232947,0.4543567681007346,4.523298111227699,3.564409863588663,,0.16054060860440714,6.7482821615949735,8.399051836306406,3.441496747114375,0.5835046169989504,0.21731972717733478,0.0010492130115424974,0.12696421825813228,0.08394081846799582,1.6498433368310574,1.0664641133263364,0.001049632738719832,0.20720002969574125,PASS,216.57709999993813,2.121377992281145,202.33089999999999,953,66.0042,,,0.003148583420776495,,,,0.008395068205666318,0.670994648478489,,1.2988541448058764,1.0958473242392452,21.02243641133263,0.033581951731374605,3.3214454354669463,0.11996337880377753,6.246854144805874,8.214836306400851,0.015742917103882478,0.12077785939139551,0.12077785939139551,0.12077785939139551,0.12077785939139551,0.0,0.11447922350472187,0.0,0.09978730325288558,0.0,0.12077785939139551,,0.13375918153200417,8.214836306400851,0.13060933892969567,,0.02936327387198321,,0.0010498426023084993,0.015737775445960125,0.01783305351521511,0.0115401888772298,0.0010490031479538301,0.00629202518363064,,,,,,,0.030413116474291714,,0.11231017838405037,41.36956201469051,0.12226998953620861,95.3,,,0.003148583420776495,,,,0.008395068205666318,,,1.2862623294858344,1.0874527806925502,1.3305130115424972,0.033581951731374605,0.4258291710388245,0.10842088142707237,1.4874454354669482,4.2328427072402866,0.015742917103882478,0.12077785939139551,0.12077785939139551,0.12077785939139551,0.12077785939139551,0.0,0.11447922350472187,0.0,0.09978730325288558,0.0,0.12077785939139551,,0.13375918153200417,4.2328427072402866,0.13060933892969567,,0.02936327387198321,,0.0010498426023084993,0.015737775445960125,0.01783305351521511,0.0115401888772298,0.0010490031479538301,0.00629202518363064,,,,,,,0.030413116474291714,,0.11231017838405037,9.992150052465636,10.00809118572928,0.0,0.3789768100754862
Balanced 2 uncertain,13,1.823245388788428,1.176156962025315,0.6297260397830017,0.15561446654611205,1.4875231464737795,3.2686775768535274,7.932443218806513,0.41161464737793857,1.144139421338156,0.18147558770343583,1.1933236889692584,0.6897891500904157,3.6162846292947566,1.3237849909584083,0.2734839059674503,0.0018106690777576855,0.7307761301989155,1.340169981916817,3.1593849909584057,0.32648137432188074,0.0036464737793851713,0.7487000142973557,PASS,3232.863499999894,32.341013307683454,3157.0857999999957,553,25.007499999999993,,,0.0019236889692585896,0.8039820976491866,,0.0054282097649186265,,0.2701168173598554,0.2647900542495479,2.3757974683544285,1.6780477396021696,9.043430741410486,0.043440325497287526,4.8230508137432215,0.19448227848101268,5.735794032549733,24.97771410488243,0.03075660036166365,0.17918010849909585,0.17918010849909585,0.17918010849909585,0.17918010849909585,0.0,0.17013670886075946,0.0,0.13936962025316452,0.0,0.17918010849909585,,0.4634596745027126,24.97771410488243,0.4634596745027126,,0.003616636528028933,,0.0018090415913200723,0.010962748643761303,0.010962748643761303,0.0018083182640144665,,,,,0.001807594936708861,,3.718607775768535,0.3365392405063292,0.005425678119349005,,0.15561446654611205,48.902514104882385,0.04879873419830823,55.3,,,0.0019236889692585896,0.12323200723327303,,0.0054282097649186265,,0.12142368896925859,0.2647900542495479,2.333901084990956,1.670814466546112,2.325173598553345,0.043440325497287526,0.7970112115732368,0.1509462929475588,1.783645207956601,8.518676853526225,0.028948282097649183,0.17918010849909585,0.17918010849909585,0.17918010849909585,0.17918010849909585,0.0,0.17013670886075946,0.0,0.13936962025316452,0.0,0.17918010849909585,,0.4634596745027126,8.518676853526225,0.4634596745027126,,0.003616636528028933,,0.0018090415913200723,0.010962748643761303,0.010962748643761303,0.0018083182640144665,,,,,0.001807594936708861,,0.6537654611211571,0.3365392405063292,0.005425678119349005,,0.15561446654611205,17.64280741410483,17.652557323689017,0.0,0.39293037975164863
Balanced 3,08,2.117223333333335,0.7689361666666671,0.6024319999999997,0.1300875,0.7528568333333333,0.9471181666666666,6.697351499999982,3.540651333333344,,0.17833,7.21921283333335,9.866317000000013,4.221769000000002,1.3651066666666671,0.3354218333333332,0.0016681666666666665,0.34637799999999996,0.2018735,2.794205999999996,1.1116398333333344,0.005000333333333333,0.293700001495381,PASS,99.9815000000126,1.1729198171137707,99.08680000000004,600,38.0028,,,,0.018370166666666663,,,0.005001333333333333,0.4922615,,1.8028771666666663,1.5181279999999986,24.105886833333262,0.04337183333333334,3.982259,0.12202466666666666,6.666636833333327,12.641409499999998,0.011674166666666668,0.11503650000000006,0.11503650000000006,0.11503650000000006,0.11503650000000006,0.0,0.1083736666666667,0.0,0.0733605,0.0,0.11503650000000006,,0.1422928333333333,12.641409499999998,0.1371768333333333,0.0017796666666666668,0.04671433333333334,,0.0033333333333333335,0.023338833333333333,0.0250055,0.011659166666666667,0.005004666666666666,0.0016666666666666668,,0.0016765,,0.055032833333333336,,,0.05004766666666667,,0.1300875,50.89426800000003,0.12375166666667307,60.0,,,,0.008327833333333333,,,0.005001333333333333,,,1.7676851666666664,1.4997946666666653,1.5900526666666668,0.04337183333333334,0.5545138333333335,0.11369133333333332,1.7349488333333336,6.76572583333332,0.0100075,0.11503650000000006,0.11503650000000006,0.11503650000000006,0.11503650000000006,0.0,0.1083736666666667,0.0,0.0733605,0.0,0.11503650000000006,,0.1422928333333333,6.76572583333332,0.1371768333333333,0.0017796666666666668,0.04671433333333334,,0.0033333333333333335,0.023338833333333333,0.0250055,0.011659166666666667,0.005004666666666666,0.0016666666666666668,,0.0016765,,0.018325833333333333,,,0.05004766666666667,,0.1300875,14.085215833334892,14.07979166666668,0.0,2.458188666667593
Balanced 3,11,0.7048649056603769,0.39418113207547156,0.31295518867924543,0.14346150943396227,0.5439683018867922,1.0202925471698103,2.8938895283018824,0.2072508490566038,0.35681094339622627,0.17763254716981133,7.305180283018861,9.765985000000017,4.1030655660377455,0.48902933962264133,0.13532386792452836,,0.25695613207547163,0.364256037735849,1.085199999999998,0.17297028301886797,0.0029377358490566036,2.1652000029571354,PASS,1158.2518000001016,11.690162108962511,1070.9594,1060,48.0904,,,0.008490283018867926,0.1183717924528302,,0.011318584905660378,,0.3094483962264152,0.17277188679245287,1.0257156603773592,0.7256428301886797,24.46430537735862,0.060395943396226386,2.316334905660378,0.13193245283018867,9.569321132075476,14.02925377358491,0.022651792452830184,0.044488584905660385,0.044488584905660385,0.044488584905660385,0.044488584905660385,0.0,0.043482452830188686,0.0,0.03594254716981133,0.0,0.044488584905660385,,0.4175069811320758,14.02925377358491,0.4175069811320758,,0.008773490566037736,,0.0019133018867924531,0.021843962264150946,0.024702830188679248,0.011382735849056604,0.0009433962264150943,0.0019154716981132078,0.0009720754716981132,,0.0009401886792452831,,0.3639578301886792,0.29729018867924517,0.010686792452830189,,0.14346150943396227,52.345553867924494,0.32852254717428603,106.0,,,0.008490283018867926,0.007583207547169811,,0.011318584905660378,,0.019180188679245286,0.17277188679245287,1.0172250943396233,0.7133786792452835,1.6624100000000008,0.060395943396226386,0.28981462264150937,0.12344169811320754,1.2848644339622628,3.4703482075471714,0.020764999999999995,0.044488584905660385,0.044488584905660385,0.044488584905660385,0.044488584905660385,0.0,0.043482452830188686,0.0,0.03594254716981133,0.0,0.044488584905660385,,0.4175069811320758,3.4703482075471714,0.4175069811320758,,0.008773490566037736,,0.0019133018867924531,0.021843962264150946,0.024702830188679248,0.011382735849056604,0.0009433962264150943,0.0019154716981132078,0.0009720754716981132,,0.0009401886792452831,,0.017335283018867928,0.29729018867924517,0.010686792452830189,,0.14346150943396227,8.588157641507589,8.642643679245266,0.0,0.5193247169812926
Balanced 3,09,0.7844008579599631,0.4043588179218307,0.3246551000953287,0.12115443279313634,0.21361477597712109,0.3824738798856054,3.4275139180171617,2.7719445185891294,,0.15935576739752136,0.8641934223069591,0.5551473784556721,2.427154528122021,0.37846978074356524,0.19181706387035272,0.0028605338417540516,0.1010593898951383,0.06862983794089611,1.2360599618684462,0.8616102001906585,0.0028609151572926597,0.9423999987557181,PASS,1249.7301000001073,12.530934447449711,1099.3828000000005,1049,46.24479999999999,,,0.002860724499523356,0.0038131553860819827,,,0.0076246901811248815,0.8115689227836036,,1.0008930409914223,0.8722885605338422,5.6920115347950375,0.043859103908484263,3.5330453765490923,0.12783565300285987,4.891340419447093,6.573404861773127,0.0210256434699714,0.08105824594852246,0.08105824594852246,0.08105824594852246,0.08105824594852246,0.0,0.07724194470924693,0.0,0.0705668255481411,0.0,0.08105824594852246,,1.2837025738798853,6.573404861773127,1.281794947569113,0.0009531935176358437,0.04042735938989513,,0.0009531935176358437,0.007658150619637751,0.008611439466158246,0.006704099142040038,,0.0009532888465204957,,,,,0.005719733079122974,,0.041380552907530975,,0.12115443279313634,22.7557041944709,0.06567292659338515,104.9,,,0.002860724499523356,,,,0.0076246901811248815,,,0.9942200190657786,0.8665688274547192,1.249255100095329,0.043859103908484263,1.2825510962821733,0.12211591992373692,1.1376007626310776,2.6482472831267883,0.019119065776930406,0.08105824594852246,0.08105824594852246,0.08105824594852246,0.08105824594852246,0.0,0.07724194470924693,0.0,0.0705668255481411,0.0,0.08105824594852246,,1.2837025738798853,2.6482472831267883,1.281794947569113,0.0009531935176358437,0.04042735938989513,,0.0009531935176358437,0.007658150619637751,0.008611439466158246,0.006704099142040038,,0.0009532888465204957,,,,,,,0.041380552907530975,,0.12115443279313634,8.337800190658418,8.363537178265007,0.0,1.1303137273609283
Balanced 3,12,0.6890096573208728,0.5142169262720664,0.37728785046728963,0.16209148494288686,0.6008646936656282,1.3319347871235727,3.3063986500519205,0.35834485981308395,0.5549732087227416,0.16446157840083073,1.0616658359293871,0.6526635514018688,2.986982658359296,0.43984392523364463,0.13664963655244025,0.002077673935617861,0.30868971962616837,0.5343312564901351,1.1341571131879569,0.26035368639667694,0.0031228452751817237,1.7956000262820453,PASS,1083.2615000001056,11.161650724545181,1059.4619000000005,963,49.303,,,0.005190238836967809,0.2966247144340602,,0.016618899273104882,,0.2541060228452751,0.29860944963655256,1.1918240913811,0.8867553478712356,7.48329293873313,0.04882710280373833,3.00535950155763,0.1325583592938733,7.371071028037392,15.763137175493245,0.020779543094496363,0.06464039460020767,0.06464039460020767,0.06464039460020767,0.06464039460020767,0.0,0.06151277258566976,0.0,0.044886500519210795,0.0,0.06464039460020767,,0.5412745586708201,15.763137175493245,0.5381501557632397,,0.02494330218068536,,,0.020934579439252338,0.021973624091381098,0.01048276220145379,0.003115264797507788,0.004200103842159917,,,,,1.2757251298027,0.3324692627206644,0.02494330218068536,,0.16209148494288686,35.90360508826587,0.05709034270144583,96.3,,,0.005190238836967809,0.04608369678089305,,0.016618899273104882,,0.09082679127725858,0.29860944963655256,1.167918068535825,0.88052481827622,1.6637527518172353,0.04882710280373833,0.4355833852544135,0.12321256490134994,1.244482242990655,4.271598857736239,0.020779543094496363,0.06464039460020767,0.06464039460020767,0.06464039460020767,0.06464039460020767,0.0,0.06151277258566976,0.0,0.044886500519210795,0.0,0.06464039460020767,,0.5412745586708201,4.271598857736239,0.5381501557632397,,0.02494330218068536,,,0.020934579439252338,0.021973624091381098,0.01048276220145379,0.003115264797507788,0.004200103842159917,,,,,0.1138429906542056,0.3324692627206644,0.02494330218068536,,0.16209148494288686,9.81044413291798,9.856679335410185,0.0,0.5185461059239632
Balanced 3,10,1.0357193877551016,0.4582075510204081,0.4153612244897953,0.1122735714285715,0.23886040816326534,0.4020465306122449,4.286943163265306,3.625852040816327,,0.1642832653061225,6.933637551020415,9.385501734693888,3.6697698979591835,0.49793836734693875,0.2357728571428571,,0.11129928571428577,0.060208673469387734,1.5809405102040819,1.1614550000000012,0.0010204081632653062,6.128500031809381,REVIEW_REQUIRED,566.2854999998785,5.627876528310314,533.0068999999995,980,66.2251,,,0.003060714285714286,,,,0.004079795918367346,0.7057519387755102,,1.2516588775510196,0.9404180612244902,22.405822040816258,0.04797479591836733,3.0916522448979604,0.10740020408163263,6.448264387755105,8.068951020408168,0.018371632653061222,0.11945459183673471,0.11945459183673471,0.11945459183673471,0.11945459183673471,0.0,0.10720459183673471,0.0,0.09292704081632655,0.0,0.11945459183673471,,0.17999887755102031,8.068951020408168,0.1779567346938775,,0.034658571428571434,,0.004083673469387755,0.01326612244897959,0.015307346938775508,0.00714561224489796,0.0010204081632653062,0.007141530612244898,,,0.0010210204081632652,,,,0.03874224489795919,,0.1122735714285715,42.38051326530606,0.1412906122748943,98.0,,,0.003060714285714286,,,,0.004079795918367346,,,1.2414547959183664,0.9342956122448984,1.3605567346938776,0.04797479591836733,0.45460173469387744,0.10127775510204079,1.392397959183672,4.114206734693879,0.017351224489795914,0.11945459183673471,0.11945459183673471,0.11945459183673471,0.11945459183673471,0.0,0.10720459183673471,0.0,0.09292704081632655,0.0,0.11945459183673471,,0.17999887755102031,4.114206734693879,0.1779567346938775,,0.034658571428571434,,0.004083673469387755,0.01326612244897959,0.015307346938775508,0.00714561224489796,0.0010204081632653062,0.007141530612244898,,,0.0010210204081632652,,,,0.03874224489795919,,0.1122735714285715,9.679942244896624,9.6641173469388,0.0,0.38910234694257345
Balanced 3,13,2.067159704251385,1.1687639556377076,0.7339334565619222,0.15905859519408494,1.5089308687615508,3.2880260628465883,8.140504805914993,0.41309556377079487,1.1488011090573007,0.15576192236598888,2.623975970425139,3.101661737523103,3.909362661737525,1.4699216266173758,0.31985951940850277,,0.7045251386321626,1.377636414048058,3.344827726432532,0.3168042513863216,,3.432700013861904,PASS,2566.2814999998886,25.503959562659336,2478.572699999997,541,22.0803,,,0.007394824399260629,0.8191482439926063,,0.014791127541589648,,0.2556445471349353,0.2628643253234751,2.4958447319778165,1.646141035120149,13.284599815157115,0.055481146025877996,4.883643622920515,0.17827597042513865,6.738018114602588,24.96849094269876,0.022341219963031424,0.11474454713493532,0.11474454713493532,0.11474454713493532,0.11474454713493532,0.0,0.10922587800369687,0.0,0.08887486136783736,0.0,0.11474454713493532,,0.47302162661737523,24.96849094269876,0.47302162661737523,,0.007399445471349353,,0.0018463955637707948,0.01666025878003697,0.01666025878003697,0.0073968576709796665,0.001858410351201479,0.0018526802218114603,,,,,3.4489805914972282,0.33104029574861366,0.00924584103512015,,0.15905859519408494,54.27283659889117,0.11845249540014158,54.1,,,0.007394824399260629,0.12982218114602587,,0.014791127541589648,,0.1018022181146026,0.2628643253234751,2.456711829944545,1.6350504621072097,2.3571541589648795,0.055481146025877996,0.7885537892791125,0.10235083179297595,1.932777264325325,8.61332033271719,0.022341219963031424,0.11474454713493532,0.11474454713493532,0.11474454713493532,0.11474454713493532,0.0,0.10922587800369687,0.0,0.08887486136783736,0.0,0.11474454713493532,,0.47302162661737523,8.61332033271719,0.47302162661737523,,0.007399445471349353,,0.0018463955637707948,0.01666025878003697,0.01666025878003697,0.0073968576709796665,0.001858410351201479,0.0018526802218114603,,,,,0.6122787430683914,0.33104029574861366,0.00924584103512015,,0.15905859519408494,17.982645841033243,17.963741035120158,0.0,0.38953512015416164
Balanced 4,08,2.127544500000002,0.7841463333333327,0.6175555,0.12838,0.7679020000000002,0.9468788333333333,6.7407061666666745,3.5837353333333355,,0.15500166666666668,7.224211000000014,9.881714500000017,4.042095999999997,1.360044000000001,0.35217950000000003,,0.3481374999999998,0.21901466666666664,2.8500594999999977,1.1150313333333337,,0.19240000107129163,PASS,216.63129999998887,2.4469491582193035,207.1885,600,40.0392,,,,0.004999666666666667,,,0.011666833333333333,0.5135985,,1.7799940000000027,1.4025616666666683,23.957793999999918,0.05502566666666665,4.101923500000001,0.12173383333333333,6.904210166666665,12.830769333333338,0.02000483333333333,0.11835666666666661,0.11835666666666661,0.11835666666666661,0.11835666666666661,0.0,0.11670449999999997,0.0,0.1066945,0.0,0.11835666666666661,,0.11710116666666665,12.830769333333338,0.11543299999999998,,0.053380833333333336,,0.0035004999999999997,0.020012333333333333,0.021679,0.013342500000000002,0.0016666666666666668,0.0033333333333333335,,0.0016666666666666668,,0.07667600000000001,,,0.05688133333333333,,0.12838,51.174016999999985,0.13497200000121742,60.0,,,,0.0016663333333333335,,,0.011666833333333333,,,1.7515875000000025,1.3925616666666683,1.6226079999999987,0.05502566666666665,0.6061399999999998,0.11506716666666666,1.7425248333333327,6.806508999999999,0.02000483333333333,0.11835666666666661,0.11835666666666661,0.11835666666666661,0.11835666666666661,0.0,0.11670449999999997,0.0,0.1066945,0.0,0.11835666666666661,,0.11710116666666665,6.806508999999999,0.11543299999999998,,0.053380833333333336,,0.0035004999999999997,0.020012333333333333,0.021679,0.013342500000000002,0.0016666666666666668,0.0033333333333333335,,0.0016666666666666668,,0.031675999999999996,,,0.05688133333333333,,0.12838,14.094547000000269,14.112028666666662,0.0,2.4374683333336327
Balanced 4,11,0.590147316636852,0.3965947227191412,0.2973144007155636,0.15212683363148477,0.4827856887298746,0.9373164579606448,2.588219499105547,0.17891726296958854,0.38611824686940965,0.15529856887298743,6.497545438282652,8.559974060822885,3.9466818425760337,0.4009624329159214,0.11379669051878355,,0.22819025044722724,0.33161457960643986,0.9583881037567094,0.14545196779964217,0.002714847942754919,2.2802000138635776,PASS,1766.436199999987,17.678847231362898,1648.2753000000014,1118,49.1584,,,0.0035789803220035773,0.10071717352415027,,0.011624418604651163,,0.32369033989266544,0.13834516994633272,1.0044435599284443,0.6637121645796062,22.32728890876561,0.06085071556350624,2.467866279069767,0.12198926654740605,7.130345974955273,13.43581636851519,0.03131466905187835,0.03941556350626117,0.03941556350626117,0.03941556350626117,0.03941556350626117,0.0,0.03763059033989266,0.0,0.030474955277280856,0.0,0.03941556350626117,,0.5690110017889093,13.43581636851519,0.565346958855099,0.0009486583184257603,0.0317654740608229,,0.004572182468694097,0.01707969588550984,0.017973792486583182,0.00807969588550984,0.0017889087656529517,0.0017897137745974956,0.0008940966010733453,,0.0017870304114490161,,0.36211305903398927,0.29168005366726274,0.03633765652951698,,0.15212683363148477,47.243627906976656,0.17162316637848027,111.8,,,0.0035789803220035773,0.011918067978533096,,0.011624418604651163,,0.015464579606440073,0.13834516994633272,0.9864800536672634,0.6582700357781752,1.5782537567084085,0.06085071556350624,0.4623507155635064,0.11572808586762073,1.2388131484794276,3.2082178890876523,0.030420214669051877,0.03941556350626117,0.03941556350626117,0.03941556350626117,0.03941556350626117,0.0,0.03763059033989266,0.0,0.030474955277280856,0.0,0.03941556350626117,,0.5690110017889093,3.2082178890876523,0.565346958855099,0.0009486583184257603,0.0317654740608229,,0.004572182468694097,0.01707969588550984,0.017973792486583182,0.00807969588550984,0.0017889087656529517,0.0017897137745974956,0.0008940966010733453,,0.0017870304114490161,,0.035316368515205726,0.29168005366726274,0.03633765652951698,,0.15212683363148477,8.283829606441063,8.33938461538461,0.0,0.4911305903413359
Balanced 4,09,0.7962783495145636,0.3874033980582525,0.3333350485436896,0.12718980582524272,0.20389621359223306,0.383596213592233,3.360140097087376,2.737538252427189,,0.14568495145631072,0.9566035922330096,0.5537798058252426,2.548659320388349,0.3555090291262137,0.17591388349514556,0.0009709708737864077,0.08835689320388351,0.07186291262135923,1.1978768932038837,0.8329418446601947,,0.6592000024174922,PASS,1099.7638000000336,11.160764346086866,958.3696000000002,1030,32.053599999999996,,,0.0019409708737864078,0.002912621359223301,,,0.004853980582524272,0.8012132038834953,,1.033127087378641,0.8976753398058254,5.851770388349518,0.046605339805825235,3.5952126213592215,0.11007271844660191,4.40990155339806,6.572836407766986,0.0174752427184466,0.07801378640776702,0.07801378640776702,0.07801378640776702,0.07801378640776702,0.0,0.07801233009708738,0.0,0.07115466019417475,0.0,0.07801378640776702,,1.3511587378640777,6.572836407766986,1.3492174757281554,,0.042314368932038826,,0.001941359223300971,0.007897281553398057,0.007897281553398057,0.00203252427184466,0.0009857281553398059,0.0019604854368932036,,,0.0009721359223300971,,0.007823592233009708,,0.0442557281553398,,0.12718980582524272,22.534676699029077,0.056490485435427756,103.0,,,0.0019409708737864078,,,,0.004853980582524272,,,1.026328155339806,0.8879666019417477,1.273131553398058,0.04563446601941747,1.3105801941747584,0.10036398058252426,1.0523051456310681,2.6240332038834944,0.016504368932038833,0.07801378640776702,0.07801378640776702,0.07801378640776702,0.07801378640776702,0.0,0.07801233009708738,0.0,0.07115466019417475,0.0,0.07801378640776702,,1.3511587378640777,2.6240332038834944,1.3492174757281554,,0.042314368932038826,,0.001941359223300971,0.007897281553398057,0.007897281553398057,0.00203252427184466,0.0009857281553398059,0.0019604854368932036,,,0.0009721359223300971,,,,0.0442557281553398,,0.12718980582524272,8.311016213595238,8.336847669902907,0.0,1.3418711650493513
Balanced 4,12,0.6820096875000001,0.47428187500000024,0.2894045833333333,0.12193895833333332,0.6122221875000003,1.383071666666668,3.3577002083333323,0.3855511458333335,0.5354788541666667,0.15165697916666668,1.1797639583333333,0.7065597916666666,3.0184386458333363,0.45991937499999985,0.10863041666666666,,0.32335739583333317,0.574698958333333,1.183023229166666,0.2779445833333334,0.003133125,1.9337000334799086,PASS,841.596400000185,8.258323605037276,793.6128000000006,960,42.0804,,,0.007291354166666666,0.2869773958333333,,0.010418958333333334,,0.28346437499999994,0.30447624999999995,1.1692540625000005,0.8259244791666671,7.82152416666668,0.0562771875,3.179381458333334,0.1334502083333333,7.317469791666676,16.120729687499995,0.01667479166666667,0.06273552083333335,0.06273552083333335,0.06273552083333335,0.06273552083333335,0.0,0.05952864583333335,0.0,0.05327677083333334,0.0,0.06273552083333335,,0.7131928125000003,16.120729687499995,0.711108854166667,,0.0407490625,,0.002154375,0.01876375,0.019805729166666668,0.008336666666666666,0.0010414583333333333,0.0020836458333333336,,,0.0010416666666666667,,1.2064905208333334,0.27304927083333314,0.042903437499999995,,0.12193895833333332,36.640685833333315,0.05973010419229041,96.0,,,0.007291354166666666,0.021011041666666667,,0.010418958333333334,,0.0995001041666667,0.30447624999999995,1.1451717708333347,0.8154389583333337,1.7326992708333337,0.0562771875,0.5993630208333337,0.12303354166666665,1.244762395833333,4.27788479166667,0.015633125000000005,0.06273552083333335,0.06273552083333335,0.06273552083333335,0.06273552083333335,0.0,0.05952864583333335,0.0,0.05327677083333334,0.0,0.06273552083333335,,0.7131928125000003,4.27788479166667,0.711108854166667,,0.0407490625,,0.002154375,0.01876375,0.019805729166666668,0.008336666666666666,0.0010414583333333333,0.0020836458333333336,,,0.0010416666666666667,,0.12395989583333336,0.27304927083333314,0.042903437499999995,,0.12193895833333332,9.96501093750316,10.010264062499996,0.0,0.39393989583942357
Balanced 4,10,1.180307282051284,0.49064041025641053,0.426949230769231,0.10154964102564104,0.2502891282051281,0.39693035897435885,4.412991076923089,3.614148307692308,,0.13948184615384607,,0.541189333333334,1.152996717948718,0.49054348717948665,0.23500851282051272,0.0010258461538461539,0.12204338461538464,0.07795487179487177,1.5294497435897447,1.020701846153846,0.0010265641025641024,0.19510002081733546,PASS,441.796399999987,4.476593760637074,435.55190000000016,975,39.433,,,0.00410276923076923,,,,0.005126153846153846,0.003076923076923077,,1.2982656410256443,1.133959076923076,2.508220820512821,0.0256425641025641,4.027791897435899,0.11235076923076921,1.3641391794871789,4.459354051282056,0.02051589743589744,0.10774102564102563,0.10774102564102563,0.10774102564102563,0.10774102564102563,0.0,0.10159261538461538,0.0,0.09236030769230769,0.0,0.10774102564102563,,1.1696724102564098,4.459354051282056,1.1676220512820508,,0.043110666666666665,,0.0051303589743589735,0.0041054358974358975,0.0041054358974358975,0.0020537435897435893,0.0010261538461538461,0.0010256410256410256,,0.0010256410256410256,,,,,0.048241025641025635,,0.10154964102564104,14.950239897435898,0.037627897454571305,97.5,,,0.00410276923076923,,,,0.005126153846153846,,,1.2818553846153875,1.121651384615384,1.3146033846153866,0.0256425641025641,1.3108816410256394,0.11132512820512819,1.0528334358974358,3.739704717948729,0.02051589743589744,0.10774102564102563,0.10774102564102563,0.10774102564102563,0.10774102564102563,0.0,0.10159261538461538,0.0,0.09236030769230769,0.0,0.10774102564102563,,1.1696724102564098,3.739704717948729,1.1676220512820508,,0.043110666666666665,,0.0051303589743589735,0.0041054358974358975,0.0041054358974358975,0.0020537435897435893,0.0010261538461538461,0.0010256410256410256,,0.0010256410256410256,,,,,0.048241025641025635,,0.10154964102564104,9.930178666668589,9.979013538461528,0.0,0.28880379487255153
