run,save,scope,category,frames,weightMs,sampleCount,msPerFrame,shareOfSampledExecutionPct
RC166 repeat 2,11,process,pbr_predicate,1017,0.0,0,0.0,0.0
RC166 repeat 2,11,process,rejection_logger,1017,0.0,0,0.0,0.0
RC166 repeat 2,11,process,logger_descendant_in_guard,1017,0.0,0,0.0,0.0
RC166 repeat 2,09,render,legacy_guard_union,1092,0.0,0,0.0,0.0
RC166 repeat 2,09,render,expanded_guard_union,1092,0.0,0,0.0,0.0
RC166 repeat 2,09,render,expanded_guard_and_pbr_union,1092,0.0,0,0.0,0.0
RC166 repeat 2,09,render,named_material_leaf,1092,0.0,0,0.0,0.0
RC166 repeat 2,09,render,should_skip,1092,0.0,0,0.0,0.0
RC166 repeat 2,09,render,probe,1092,0.0,0,0.0,0.0
RC166 repeat 2,09,render,pbr_predicate,1092,0.0,0,0.0,0.0
RC166 repeat 2,09,render,rejection_logger,1092,0.0,0,0.0,0.0
RC166 repeat 2,09,render,logger_descendant_in_guard,1092,0.0,0,0.0,0.0
RC166 repeat 2,09,process,legacy_guard_union,1092,0.0,0,0.0,0.0
RC166 repeat 2,09,process,expanded_guard_union,1092,0.0,0,0.0,0.0
RC166 repeat 2,09,process,expanded_guard_and_pbr_union,1092,0.0,0,0.0,0.0
RC166 repeat 2,09,process,named_material_leaf,1092,0.0,0,0.0,0.0
RC166 repeat 2,09,process,should_skip,1092,0.0,0,0.0,0.0
RC166 repeat 2,09,process,probe,1092,0.0,0,0.0,0.0
RC166 repeat 2,09,process,pbr_predicate,1092,0.0,0,0.0,0.0
RC166 repeat 2,09,process,rejection_logger,1092,0.0,0,0.0,0.0
RC166 repeat 2,09,process,logger_descendant_in_guard,1092,0.0,0,0.0,0.0
RC166 repeat 2,12,render,legacy_guard_union,675,0.0,0,0.0,0.0
RC166 repeat 2,12,render,expanded_guard_union,675,0.0,0,0.0,0.0
RC166 repeat 2,12,render,expanded_guard_and_pbr_union,675,0.0,0,0.0,0.0
RC166 repeat 2,12,render,named_material_leaf,675,0.0,0,0.0,0.0
RC166 repeat 2,12,render,should_skip,675,0.0,0,0.0,0.0
RC166 repeat 2,12,render,probe,675,0.0,0,0.0,0.0
RC166 repeat 2,12,render,pbr_predicate,675,0.0,0,0.0,0.0
RC166 repeat 2,12,render,rejection_logger,675,0.0,0,0.0,0.0
RC166 repeat 2,12,render,logger_descendant_in_guard,675,0.0,0,0.0,0.0
RC166 repeat 2,12,process,legacy_guard_union,675,0.0,0,0.0,0.0
RC166 repeat 2,12,process,expanded_guard_union,675,0.0,0,0.0,0.0
RC166 repeat 2,12,process,expanded_guard_and_pbr_union,675,0.0,0,0.0,0.0
RC166 repeat 2,12,process,named_material_leaf,675,0.0,0,0.0,0.0
RC166 repeat 2,12,process,should_skip,675,0.0,0,0.0,0.0
RC166 repeat 2,12,process,probe,675,0.0,0,0.0,0.0
RC166 repeat 2,12,process,pbr_predicate,675,0.0,0,0.0,0.0
RC166 repeat 2,12,process,rejection_logger,675,0.0,0,0.0,0.0
RC166 repeat 2,12,process,logger_descendant_in_guard,675,0.0,0,0.0,0.0
RC166 repeat 2,10,render,legacy_guard_union,945,0.0,0,0.0,0.0
RC166 repeat 2,10,render,expanded_guard_union,945,0.0,0,0.0,0.0
RC166 repeat 2,10,render,expanded_guard_and_pbr_union,945,0.0,0,0.0,0.0
RC166 repeat 2,10,render,named_material_leaf,945,0.0,0,0.0,0.0
RC166 repeat 2,10,render,should_skip,945,0.0,0,0.0,0.0
RC166 repeat 2,10,render,probe,945,0.0,0,0.0,0.0
RC166 repeat 2,10,render,pbr_predicate,945,0.0,0,0.0,0.0
RC166 repeat 2,10,render,rejection_logger,945,0.0,0,0.0,0.0
RC166 repeat 2,10,render,logger_descendant_in_guard,945,0.0,0,0.0,0.0
RC166 repeat 2,10,process,legacy_guard_union,945,0.0,0,0.0,0.0
RC166 repeat 2,10,process,expanded_guard_union,945,0.0,0,0.0,0.0
RC166 repeat 2,10,process,expanded_guard_and_pbr_union,945,0.0,0,0.0,0.0
RC166 repeat 2,10,process,named_material_leaf,945,0.0,0,0.0,0.0
RC166 repeat 2,10,process,should_skip,945,0.0,0,0.0,0.0
RC166 repeat 2,10,process,probe,945,0.0,0,0.0,0.0
RC166 repeat 2,10,process,pbr_predicate,945,0.0,0,0.0,0.0
RC166 repeat 2,10,process,rejection_logger,945,0.0,0,0.0,0.0
RC166 repeat 2,10,process,logger_descendant_in_guard,945,0.0,0,0.0,0.0
RC166 repeat 2,13,render,legacy_guard_union,588,0.0,0,0.0,0.0
RC166 repeat 2,13,render,expanded_guard_union,588,0.0,0,0.0,0.0
RC166 repeat 2,13,render,expanded_guard_and_pbr_union,588,0.0,0,0.0,0.0
RC166 repeat 2,13,render,named_material_leaf,588,0.0,0,0.0,0.0
RC166 repeat 2,13,render,should_skip,588,0.0,0,0.0,0.0
RC166 repeat 2,13,render,probe,588,0.0,0,0.0,0.0
RC166 repeat 2,13,render,pbr_predicate,588,0.0,0,0.0,0.0
RC166 repeat 2,13,render,rejection_logger,588,0.0,0,0.0,0.0
RC166 repeat 2,13,render,logger_descendant_in_guard,588,0.0,0,0.0,0.0
RC166 repeat 2,13,process,legacy_guard_union,588,0.0,0,0.0,0.0
RC166 repeat 2,13,process,expanded_guard_union,588,0.0,0,0.0,0.0
RC166 repeat 2,13,process,expanded_guard_and_pbr_union,588,0.0,0,0.0,0.0
RC166 repeat 2,13,process,named_material_leaf,588,0.0,0,0.0,0.0
RC166 repeat 2,13,process,should_skip,588,0.0,0,0.0,0.0
RC166 repeat 2,13,process,probe,588,0.0,0,0.0,0.0
RC166 repeat 2,13,process,pbr_predicate,588,0.0,0,0.0,0.0
RC166 repeat 2,13,process,rejection_logger,588,0.0,0,0.0,0.0
RC166 repeat 2,13,process,logger_descendant_in_guard,588,0.0,0,0.0,0.0
RC166 repeat 3,08,render,legacy_guard_union,663,0.0,0,0.0,0.0
RC166 repeat 3,08,render,expanded_guard_union,663,0.0,0,0.0,0.0
RC166 repeat 3,08,render,expanded_guard_and_pbr_union,663,0.0,0,0.0,0.0
RC166 repeat 3,08,render,named_material_leaf,663,0.0,0,0.0,0.0
RC166 repeat 3,08,render,should_skip,663,0.0,0,0.0,0.0
RC166 repeat 3,08,render,probe,663,0.0,0,0.0,0.0
RC166 repeat 3,08,render,pbr_predicate,663,0.0,0,0.0,0.0
RC166 repeat 3,08,render,rejection_logger,663,0.0,0,0.0,0.0
RC166 repeat 3,08,render,logger_descendant_in_guard,663,0.0,0,0.0,0.0
RC166 repeat 3,08,process,legacy_guard_union,663,0.0,0,0.0,0.0
RC166 repeat 3,08,process,expanded_guard_union,663,0.0,0,0.0,0.0
RC166 repeat 3,08,process,expanded_guard_and_pbr_union,663,0.0,0,0.0,0.0
RC166 repeat 3,08,process,named_material_leaf,663,0.0,0,0.0,0.0
RC166 repeat 3,08,process,should_skip,663,0.0,0,0.0,0.0
RC166 repeat 3,08,process,probe,663,0.0,0,0.0,0.0
RC166 repeat 3,08,process,pbr_predicate,663,0.0,0,0.0,0.0
RC166 repeat 3,08,process,rejection_logger,663,0.0,0,0.0,0.0
RC166 repeat 3,08,process,logger_descendant_in_guard,663,0.0,0,0.0,0.0
RC166 repeat 3,11,render,legacy_guard_union,1037,0.0,0,0.0,0.0
RC166 repeat 3,11,render,expanded_guard_union,1037,0.0,0,0.0,0.0
RC166 repeat 3,11,render,expanded_guard_and_pbr_union,1037,0.0,0,0.0,0.0
RC166 repeat 3,11,render,named_material_leaf,1037,0.0,0,0.0,0.0
RC166 repeat 3,11,render,should_skip,1037,0.0,0,0.0,0.0
RC166 repeat 3,11,render,probe,1037,0.0,0,0.0,0.0
RC166 repeat 3,11,render,pbr_predicate,1037,0.0,0,0.0,0.0
RC166 repeat 3,11,render,rejection_logger,1037,0.0,0,0.0,0.0
RC166 repeat 3,11,render,logger_descendant_in_guard,1037,0.0,0,0.0,0.0
RC166 repeat 3,11,process,legacy_guard_union,1037,0.0,0,0.0,0.0
RC166 repeat 3,11,process,expanded_guard_union,1037,0.0,0,0.0,0.0
RC166 repeat 3,11,process,expanded_guard_and_pbr_union,1037,0.0,0,0.0,0.0
RC166 repeat 3,11,process,named_material_leaf,1037,0.0,0,0.0,0.0
RC166 repeat 3,11,process,should_skip,1037,0.0,0,0.0,0.0
RC166 repeat 3,11,process,probe,1037,0.0,0,0.0,0.0
RC166 repeat 3,11,process,pbr_predicate,1037,0.0,0,0.0,0.0
RC166 repeat 3,11,process,rejection_logger,1037,0.0,0,0.0,0.0
RC166 repeat 3,11,process,logger_descendant_in_guard,1037,0.0,0,0.0,0.0
RC166 repeat 3,09,render,legacy_guard_union,1106,0.0,0,0.0,0.0
RC166 repeat 3,09,render,expanded_guard_union,1106,0.0,0,0.0,0.0
RC166 repeat 3,09,render,expanded_guard_and_pbr_union,1106,0.0,0,0.0,0.0
RC166 repeat 3,09,render,named_material_leaf,1106,0.0,0,0.0,0.0
RC166 repeat 3,09,render,should_skip,1106,0.0,0,0.0,0.0
RC166 repeat 3,09,render,probe,1106,0.0,0,0.0,0.0
RC166 repeat 3,09,render,pbr_predicate,1106,0.0,0,0.0,0.0
RC166 repeat 3,09,render,rejection_logger,1106,0.0,0,0.0,0.0
RC166 repeat 3,09,render,logger_descendant_in_guard,1106,0.0,0,0.0,0.0
RC166 repeat 3,09,process,legacy_guard_union,1106,0.0,0,0.0,0.0
RC166 repeat 3,09,process,expanded_guard_union,1106,0.0,0,0.0,0.0
RC166 repeat 3,09,process,expanded_guard_and_pbr_union,1106,0.0,0,0.0,0.0
RC166 repeat 3,09,process,named_material_leaf,1106,0.0,0,0.0,0.0
RC166 repeat 3,09,process,should_skip,1106,0.0,0,0.0,0.0
RC166 repeat 3,09,process,probe,1106,0.0,0,0.0,0.0
RC166 repeat 3,09,process,pbr_predicate,1106,0.0,0,0.0,0.0
RC166 repeat 3,09,process,rejection_logger,1106,0.0,0,0.0,0.0
RC166 repeat 3,09,process,logger_descendant_in_guard,1106,0.0,0,0.0,0.0
RC166 repeat 3,12,render,legacy_guard_union,854,0.0,0,0.0,0.0
RC166 repeat 3,12,render,expanded_guard_union,854,0.0,0,0.0,0.0
RC166 repeat 3,12,render,expanded_guard_and_pbr_union,854,0.0,0,0.0,0.0
RC166 repeat 3,12,render,named_material_leaf,854,0.0,0,0.0,0.0
RC166 repeat 3,12,render,should_skip,854,0.0,0,0.0,0.0
RC166 repeat 3,12,render,probe,854,0.0,0,0.0,0.0
RC166 repeat 3,12,render,pbr_predicate,854,0.0,0,0.0,0.0
RC166 repeat 3,12,render,rejection_logger,854,0.0,0,0.0,0.0
RC166 repeat 3,12,render,logger_descendant_in_guard,854,0.0,0,0.0,0.0
RC166 repeat 3,12,process,legacy_guard_union,854,0.0,0,0.0,0.0
RC166 repeat 3,12,process,expanded_guard_union,854,0.0,0,0.0,0.0
RC166 repeat 3,12,process,expanded_guard_and_pbr_union,854,0.0,0,0.0,0.0
RC166 repeat 3,12,process,named_material_leaf,854,0.0,0,0.0,0.0
RC166 repeat 3,12,process,should_skip,854,0.0,0,0.0,0.0
RC166 repeat 3,12,process,probe,854,0.0,0,0.0,0.0
RC166 repeat 3,12,process,pbr_predicate,854,0.0,0,0.0,0.0
RC166 repeat 3,12,process,rejection_logger,854,0.0,0,0.0,0.0
RC166 repeat 3,12,process,logger_descendant_in_guard,854,0.0,0,0.0,0.0
RC166 repeat 3,10,render,legacy_guard_union,939,0.0,0,0.0,0.0
RC166 repeat 3,10,render,expanded_guard_union,939,0.0,0,0.0,0.0
RC166 repeat 3,10,render,expanded_guard_and_pbr_union,939,0.0,0,0.0,0.0
RC166 repeat 3,10,render,named_material_leaf,939,0.0,0,0.0,0.0
RC166 repeat 3,10,render,should_skip,939,0.0,0,0.0,0.0
RC166 repeat 3,10,render,probe,939,0.0,0,0.0,0.0
RC166 repeat 3,10,render,pbr_predicate,939,0.0,0,0.0,0.0
RC166 repeat 3,10,render,rejection_logger,939,0.0,0,0.0,0.0
RC166 repeat 3,10,render,logger_descendant_in_guard,939,0.0,0,0.0,0.0
RC166 repeat 3,10,process,legacy_guard_union,939,0.0,0,0.0,0.0
RC166 repeat 3,10,process,expanded_guard_union,939,0.0,0,0.0,0.0
RC166 repeat 3,10,process,expanded_guard_and_pbr_union,939,0.0,0,0.0,0.0
RC166 repeat 3,10,process,named_material_leaf,939,0.0,0,0.0,0.0
RC166 repeat 3,10,process,should_skip,939,0.0,0,0.0,0.0
RC166 repeat 3,10,process,probe,939,0.0,0,0.0,0.0
RC166 repeat 3,10,process,pbr_predicate,939,0.0,0,0.0,0.0
RC166 repeat 3,10,process,rejection_logger,939,0.0,0,0.0,0.0
RC166 repeat 3,10,process,logger_descendant_in_guard,939,0.0,0,0.0,0.0
RC166 repeat 3,13,render,legacy_guard_union,591,0.0,0,0.0,0.0
RC166 repeat 3,13,render,expanded_guard_union,591,0.0,0,0.0,0.0
RC166 repeat 3,13,render,expanded_guard_and_pbr_union,591,0.0,0,0.0,0.0
RC166 repeat 3,13,render,named_material_leaf,591,0.0,0,0.0,0.0
RC166 repeat 3,13,render,should_skip,591,0.0,0,0.0,0.0
RC166 repeat 3,13,render,probe,591,0.0,0,0.0,0.0
RC166 repeat 3,13,render,pbr_predicate,591,0.0,0,0.0,0.0
RC166 repeat 3,13,render,rejection_logger,591,0.0,0,0.0,0.0
RC166 repeat 3,13,render,logger_descendant_in_guard,591,0.0,0,0.0,0.0
RC166 repeat 3,13,process,legacy_guard_union,591,0.0,0,0.0,0.0
RC166 repeat 3,13,process,expanded_guard_union,591,0.0,0,0.0,0.0
RC166 repeat 3,13,process,expanded_guard_and_pbr_union,591,0.0,0,0.0,0.0
RC166 repeat 3,13,process,named_material_leaf,591,0.0,0,0.0,0.0
RC166 repeat 3,13,process,should_skip,591,0.0,0,0.0,0.0
RC166 repeat 3,13,process,probe,591,0.0,0,0.0,0.0
RC166 repeat 3,13,process,pbr_predicate,591,0.0,0,0.0,0.0
RC166 repeat 3,13,process,rejection_logger,591,0.0,0,0.0,0.0
RC166 repeat 3,13,process,logger_descendant_in_guard,591,0.0,0,0.0,0.0
Current R1,08,render,legacy_guard_union,644,76.099,76,0.11816614906832298,0.8289051317700884
Current R1,08,render,expanded_guard_union,644,76.099,76,0.11816614906832298,0.8289051317700884
Current R1,08,render,expanded_guard_and_pbr_union,644,76.099,76,0.11816614906832298,0.8289051317700884
Current R1,08,render,named_material_leaf,644,71.09639999999999,71,0.11039813664596272,0.774414523323288
Current R1,08,render,should_skip,644,76.099,76,0.11816614906832298,0.8289051317700884
Current R1,08,render,probe,644,61.031800000000004,61,0.09476987577639752,0.6647862944475706
Current R1,08,render,pbr_predicate,644,0.0,0,0.0,0.0
Current R1,08,render,rejection_logger,644,0.0,0,0.0,0.0
Current R1,08,render,logger_descendant_in_guard,644,0.0,0,0.0,0.0
Current R1,08,process,legacy_guard_union,644,76.099,76,0.11816614906832298,0.2330132351817653
Current R1,08,process,expanded_guard_union,644,76.099,76,0.11816614906832298,0.2330132351817653
Current R1,08,process,expanded_guard_and_pbr_union,644,76.099,76,0.11816614906832298,0.2330132351817653
Current R1,08,process,named_material_leaf,644,71.09639999999999,71,0.11039813664596272,0.21769539906932883
Current R1,08,process,should_skip,644,76.099,76,0.11816614906832298,0.2330132351817653
Current R1,08,process,probe,644,61.031800000000004,61,0.09476987577639752,0.18687784552972397
Current R1,08,process,pbr_predicate,644,0.0,0,0.0,0.0
Current R1,08,process,rejection_logger,644,0.0,0,0.0,0.0
Current R1,08,process,logger_descendant_in_guard,644,0.0,0,0.0,0.0
Current R1,11,render,legacy_guard_union,1081,59.40320000000001,59,0.05495208140610547,0.6426148732556425
Current R1,11,render,expanded_guard_union,1081,59.40320000000001,59,0.05495208140610547,0.6426148732556425
Current R1,11,render,expanded_guard_and_pbr_union,1081,59.40320000000001,59,0.05495208140610547,0.6426148732556425
Current R1,11,render,named_material_leaf,1081,54.33060000000001,54,0.050259574468085114,0.5877402502374116
Current R1,11,render,should_skip,1081,59.40320000000001,59,0.05495208140610547,0.6426148732556425
Current R1,11,render,probe,1081,47.336800000000004,47,0.043789824236817765,0.5120823748944112
Current R1,11,render,pbr_predicate,1081,0.0,0,0.0,0.0
Current R1,11,render,rejection_logger,1081,0.0,0,0.0,0.0
Current R1,11,render,logger_descendant_in_guard,1081,0.0,0,0.0,0.0
Current R1,11,process,legacy_guard_union,1081,59.40320000000001,59,0.05495208140610547,0.10870411841759983
Current R1,11,process,expanded_guard_union,1081,59.40320000000001,59,0.05495208140610547,0.10870411841759983
Current R1,11,process,expanded_guard_and_pbr_union,1081,59.40320000000001,59,0.05495208140610547,0.10870411841759983
Current R1,11,process,named_material_leaf,1081,54.33060000000001,54,0.050259574468085114,0.09942157957987531
Current R1,11,process,should_skip,1081,59.40320000000001,59,0.05495208140610547,0.10870411841759983
Current R1,11,process,probe,1081,47.336800000000004,47,0.043789824236817765,0.08662336562188971
Current R1,11,process,pbr_predicate,1081,0.0,0,0.0,0.0
Current R1,11,process,rejection_logger,1081,0.0,0,0.0,0.0
Current R1,11,process,logger_descendant_in_guard,1081,0.0,0,0.0,0.0
Current R1,09,render,legacy_guard_union,1117,85.20669999999998,85,0.07628173679498655,0.9218848223188332
Current R1,09,render,expanded_guard_union,1117,85.20669999999998,85,0.07628173679498655,0.9218848223188332
Current R1,09,render,expanded_guard_and_pbr_union,1117,85.20669999999998,85,0.07628173679498655,0.9218848223188332
Current R1,09,render,named_material_leaf,1117,78.2226,78,0.07002918531781557,0.8463210956687347
Current R1,09,render,should_skip,1117,85.20669999999998,85,0.07628173679498655,0.9218848223188332
Current R1,09,render,probe,1117,69.14349999999999,69,0.06190107430617725,0.748090739484128
Current R1,09,render,pbr_predicate,1117,0.0,0,0.0,0.0
Current R1,09,render,rejection_logger,1117,0.0,0,0.0,0.0
Current R1,09,render,logger_descendant_in_guard,1117,0.0,0,0.0,0.0
Current R1,09,process,legacy_guard_union,1117,85.20669999999998,85,0.07628173679498655,0.34581556438025673
Current R1,09,process,expanded_guard_union,1117,85.20669999999998,85,0.07628173679498655,0.34581556438025673
Current R1,09,process,expanded_guard_and_pbr_union,1117,85.20669999999998,85,0.07628173679498655,0.34581556438025673
Current R1,09,process,named_material_leaf,1117,78.2226,78,0.07002918531781557,0.3174702525305061
Current R1,09,process,should_skip,1117,85.20669999999998,85,0.07628173679498655,0.34581556438025673
Current R1,09,process,probe,1117,69.14349999999999,69,0.06190107430617725,0.2806222805920929
Current R1,09,process,pbr_predicate,1117,0.0,0,0.0,0.0
Current R1,09,process,rejection_logger,1117,0.0,0,0.0,0.0
Current R1,09,process,logger_descendant_in_guard,1117,0.0,0,0.0,0.0
Current R1,12,render,legacy_guard_union,1013,55.2497,55,0.05454067127344521,0.5794530334300284
Current R1,12,render,expanded_guard_union,1013,55.2497,55,0.05454067127344521,0.5794530334300284
Current R1,12,render,expanded_guard_and_pbr_union,1013,55.2497,55,0.05454067127344521,0.5794530334300284
Current R1,12,render,named_material_leaf,1013,47.2175,47,0.04661154985192498,0.49521216596619294
Current R1,12,render,should_skip,1013,55.2497,55,0.05454067127344521,0.5794530334300284
Current R1,12,render,probe,1013,42.191900000000004,42,0.041650444225074044,0.4425042025780488
Current R1,12,render,pbr_predicate,1013,0.0,0,0.0,0.0
Current R1,12,render,rejection_logger,1013,0.0,0,0.0,0.0
Current R1,12,render,logger_descendant_in_guard,1013,0.0,0,0.0,0.0
Current R1,12,process,legacy_guard_union,1013,55.2497,55,0.05454067127344521,0.15484553418276076
Current R1,12,process,expanded_guard_union,1013,55.2497,55,0.05454067127344521,0.15484553418276076
Current R1,12,process,expanded_guard_and_pbr_union,1013,55.2497,55,0.05454067127344521,0.15484553418276076
Current R1,12,process,named_material_leaf,1013,47.2175,47,0.04661154985192498,0.13233409430774298
Current R1,12,process,should_skip,1013,55.2497,55,0.05454067127344521,0.15484553418276076
Current R1,12,process,probe,1013,42.191900000000004,42,0.041650444225074044,0.11824909988082516
Current R1,12,process,pbr_predicate,1013,0.0,0,0.0,0.0
Current R1,12,process,rejection_logger,1013,0.0,0,0.0,0.0
Current R1,12,process,logger_descendant_in_guard,1013,0.0,0,0.0,0.0
Current R1,10,render,legacy_guard_union,906,85.02969999999998,85,0.09385176600441499,0.8876687324272322
Current R1,10,render,expanded_guard_union,906,85.02969999999998,85,0.09385176600441499,0.8876687324272322
Current R1,10,render,expanded_guard_and_pbr_union,906,85.02969999999998,85,0.09385176600441499,0.8876687324272322
Current R1,10,render,named_material_leaf,906,81.02999999999997,81,0.0894370860927152,0.8459138088053777
Current R1,10,render,should_skip,906,85.02969999999998,85,0.09385176600441499,0.8876687324272322
Current R1,10,render,probe,906,70.02859999999998,70,0.07729426048565119,0.7310645409269194
Current R1,10,render,pbr_predicate,906,0.0,0,0.0,0.0
Current R1,10,render,rejection_logger,906,0.0,0,0.0,0.0
Current R1,10,render,logger_descendant_in_guard,906,0.0,0,0.0,0.0
Current R1,10,process,legacy_guard_union,906,85.02969999999998,85,0.09385176600441499,0.2339463993314149
Current R1,10,process,expanded_guard_union,906,85.02969999999998,85,0.09385176600441499,0.2339463993314149
Current R1,10,process,expanded_guard_and_pbr_union,906,85.02969999999998,85,0.09385176600441499,0.2339463993314149
Current R1,10,process,named_material_leaf,906,81.02999999999997,81,0.0894370860927152,0.22294182782985883
Current R1,10,process,should_skip,906,85.02969999999998,85,0.09385176600441499,0.2339463993314149
Current R1,10,process,probe,906,70.02859999999998,70,0.07729426048565119,0.1926731344485506
Current R1,10,process,pbr_predicate,906,0.0,0,0.0,0.0
Current R1,10,process,rejection_logger,906,0.0,0,0.0,0.0
Current R1,10,process,logger_descendant_in_guard,906,0.0,0,0.0,0.0
Current R1,13,render,legacy_guard_union,551,82.09190000000002,82,0.1489871143375681,0.8398875667340422
Current R1,13,render,expanded_guard_union,551,82.09190000000002,82,0.1489871143375681,0.8398875667340422
Current R1,13,render,expanded_guard_and_pbr_union,551,82.09190000000002,82,0.1489871143375681,0.8398875667340422
Current R1,13,render,named_material_leaf,551,78.0919,78,0.14172758620689654,0.7989633066433853
Current R1,13,render,should_skip,551,82.09190000000002,82,0.1489871143375681,0.8398875667340422
Current R1,13,render,probe,551,70.08890000000001,70,0.12720308529945556,0.7170840932670044
Current R1,13,render,pbr_predicate,551,0.0,0,0.0,0.0
Current R1,13,render,rejection_logger,551,0.0,0,0.0,0.0
Current R1,13,render,logger_descendant_in_guard,551,0.0,0,0.0,0.0
Current R1,13,process,legacy_guard_union,551,82.09190000000002,82,0.1489871143375681,0.3019514565398003
Current R1,13,process,expanded_guard_union,551,82.09190000000002,82,0.1489871143375681,0.3019514565398003
Current R1,13,process,expanded_guard_and_pbr_union,551,82.09190000000002,82,0.1489871143375681,0.3019514565398003
Current R1,13,process,named_material_leaf,551,78.0919,78,0.14172758620689654,0.2872386063541035
Current R1,13,process,should_skip,551,82.09190000000002,82,0.1489871143375681,0.3019514565398003
Current R1,13,process,probe,551,70.08890000000001,70,0.12720308529945556,0.2578018713450707
Current R1,13,process,pbr_predicate,551,0.0,0,0.0,0.0
Current R1,13,process,rejection_logger,551,0.0,0,0.0,0.0
Current R1,13,process,logger_descendant_in_guard,551,0.0,0,0.0,0.0
Current R2,08,render,legacy_guard_union,708,66.06279999999998,66,0.09330903954802257,0.7280833577128794
Current R2,08,render,expanded_guard_union,708,66.06279999999998,66,0.09330903954802257,0.7280833577128794
Current R2,08,render,expanded_guard_and_pbr_union,708,66.06279999999998,66,0.09330903954802257,0.7280833577128794
Current R2,08,render,named_material_leaf,708,61.05889999999998,61,0.08624138418079093,0.6729349789935474
Current R2,08,render,should_skip,708,66.06279999999998,66,0.09330903954802257,0.7280833577128794
Current R2,08,render,probe,708,48.05419999999999,48,0.06787316384180789,0.5296091489946876
Current R2,08,render,pbr_predicate,708,0.0,0,0.0,0.0
Current R2,08,render,rejection_logger,708,0.0,0,0.0,0.0
Current R2,08,render,logger_descendant_in_guard,708,0.0,0,0.0,0.0
Current R2,08,process,legacy_guard_union,708,66.06279999999998,66,0.09330903954802257,0.3131765723948914
Current R2,08,process,expanded_guard_union,708,66.06279999999998,66,0.09330903954802257,0.3131765723948914
Current R2,08,process,expanded_guard_and_pbr_union,708,66.06279999999998,66,0.09330903954802257,0.3131765723948914
Current R2,08,process,named_material_leaf,708,61.05889999999998,61,0.08624138418079093,0.289455139900253
Current R2,08,process,should_skip,708,66.06279999999998,66,0.09330903954802257,0.3131765723948914
Current R2,08,process,probe,708,48.05419999999999,48,0.06787316384180789,0.22780520421748082
Current R2,08,process,pbr_predicate,708,0.0,0,0.0,0.0
Current R2,08,process,rejection_logger,708,0.0,0,0.0,0.0
Current R2,08,process,logger_descendant_in_guard,708,0.0,0,0.0,0.0
Current R2,11,render,legacy_guard_union,1044,57.34689999999999,57,0.05492998084291187,0.6217647578801166
Current R2,11,render,expanded_guard_union,1044,57.34689999999999,57,0.05492998084291187,0.6217647578801166
Current R2,11,render,expanded_guard_and_pbr_union,1044,57.34689999999999,57,0.05492998084291187,0.6217647578801166
Current R2,11,render,named_material_leaf,1044,55.346999999999994,55,0.05301436781609195,0.6000815049181529
Current R2,11,render,should_skip,1044,57.34689999999999,57,0.05492998084291187,0.6217647578801166
Current R2,11,render,probe,1044,49.343399999999995,49,0.04726379310344827,0.5349894615747626
Current R2,11,render,pbr_predicate,1044,0.0,0,0.0,0.0
Current R2,11,render,rejection_logger,1044,0.0,0,0.0,0.0
Current R2,11,render,logger_descendant_in_guard,1044,0.0,0,0.0,0.0
Current R2,11,process,legacy_guard_union,1044,57.34689999999999,57,0.05492998084291187,0.10983633466983272
Current R2,11,process,expanded_guard_union,1044,57.34689999999999,57,0.05492998084291187,0.10983633466983272
Current R2,11,process,expanded_guard_and_pbr_union,1044,57.34689999999999,57,0.05492998084291187,0.10983633466983272
Current R2,11,process,named_material_leaf,1044,55.346999999999994,55,0.05301436781609195,0.10600593257824281
Current R2,11,process,should_skip,1044,57.34689999999999,57,0.05492998084291187,0.10983633466983272
Current R2,11,process,probe,1044,49.343399999999995,49,0.04726379310344827,0.09450725664591153
Current R2,11,process,pbr_predicate,1044,0.0,0,0.0,0.0
Current R2,11,process,rejection_logger,1044,0.0,0,0.0,0.0
Current R2,11,process,logger_descendant_in_guard,1044,0.0,0,0.0,0.0
Current R2,09,render,legacy_guard_union,1111,110.11280000000001,110,0.09911143114311431,1.204860171386259
Current R2,09,render,expanded_guard_union,1111,110.11280000000001,110,0.09911143114311431,1.204860171386259
Current R2,09,render,expanded_guard_and_pbr_union,1111,110.11280000000001,110,0.09911143114311431,1.204860171386259
Current R2,09,render,named_material_leaf,1111,106.1169,106,0.09551476147614761,1.161136818979978
Current R2,09,render,should_skip,1111,110.11280000000001,110,0.09911143114311431,1.204860171386259
Current R2,09,render,probe,1111,85.11190000000002,85,0.07660837083708373,0.9312989808724341
Current R2,09,render,pbr_predicate,1111,0.0,0,0.0,0.0
Current R2,09,render,rejection_logger,1111,0.0,0,0.0,0.0
Current R2,09,render,logger_descendant_in_guard,1111,0.0,0,0.0,0.0
Current R2,09,process,legacy_guard_union,1111,110.11280000000001,110,0.09911143114311431,0.4439287317012168
Current R2,09,process,expanded_guard_union,1111,110.11280000000001,110,0.09911143114311431,0.4439287317012168
Current R2,09,process,expanded_guard_and_pbr_union,1111,110.11280000000001,110,0.09911143114311431,0.4439287317012168
Current R2,09,process,named_material_leaf,1111,106.1169,106,0.09551476147614761,0.42781893502903257
Current R2,09,process,should_skip,1111,110.11280000000001,110,0.09911143114311431,0.4439287317012168
Current R2,09,process,probe,1111,85.11190000000002,85,0.07660837083708373,0.34313556479973994
Current R2,09,process,pbr_predicate,1111,0.0,0,0.0,0.0
